"","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","AvgHrs"
"142",31,"Stayed","Travel-Rarely","Research & Development",24,"Below College","Medical","Male","3","Laboratory Technician","Married",44400,1,13,"1",4,2,4,3,2,"Very High","Low","Better","High","Excellent",7.06
"143",39,"Stayed","Travel-Frequently","Research & Development",26,"Master","Technical Degree","Female","1","Sales Executive","Divorced",30670,1,20,"1",21,5,21,1,6,"Medium","High","Better","Low","Outstanding",9.01
"144",56,"Stayed","Travel-Frequently","Research & Development",20,"Master","Life Sciences","Female","3","Sales Executive","Married",53210,9,14,"0",36,1,7,7,7,"High","Low","Good","High","Excellent",7.42
"145",30,"Stayed","Travel-Rarely","Sales",5,"Master","Medical","Female","2","Manufacturing Director","Single",54100,0,17,"1",6,2,5,4,4,"Medium","High","Better","High","Excellent",7.59
"146",41,"Stayed","Travel-Rarely","Research & Development",7,"Bachelor","Technical Degree","Female","3","Research Scientist","Married",27820,1,14,"0",10,2,10,0,7,"Medium","Low","Better","Medium","Excellent",6.62
"147",28,"Stayed","Travel-Rarely","Research & Development",7,"Bachelor","Medical","Male","3","Healthcare Representative","Divorced",119570,1,13,"0",10,2,10,1,8,"High","Low","Better","Medium","Excellent",6.19
"148",25,"Left","Travel-Rarely","Research & Development",5,"College","Life Sciences","Female","3","Laboratory Technician","Married",26600,5,13,"0",6,3,2,0,2,"Low","Low","Better","High","Excellent",6.47
"149",52,"Stayed","Travel-Rarely","Research & Development",26,"College","Life Sciences","Female","2","Sales Representative","Married",33750,2,21,"0",28,2,5,0,4,"Very High","High","Better","Medium","Outstanding",8.2
"150",45,"Stayed","Travel-Rarely","Research & Development",2,"Bachelor","Medical","Female","1","Sales Executive","Married",50980,3,14,"1",8,4,2,0,2,"Low","Very High","Good","High","Excellent",6.79
"151",52,"Stayed","Travel-Rarely","Research & Development",12,"Bachelor","Medical","Male","2","Research Scientist","Married",48780,2,11,"1",31,3,5,1,4,"Very High","Very High","Bad","High","Excellent",7.3
"152",42,"Stayed","Travel-Frequently","Sales",10,"Bachelor","Marketing","Female","2","Healthcare Representative","Divorced",28370,2,13,"1",19,0,5,0,2,"Low","High","Better","Medium","Excellent",6.82
"153",30,"Stayed","Travel-Rarely","Sales",25,"Bachelor","Marketing","Male","1","Sales Executive","Single",24060,2,20,"1",11,5,5,0,2,"High","Very High","Better","High","Outstanding",7.32
"154",60,"Stayed","Travel-Rarely","Research & Development",10,"Bachelor","Life Sciences","Female","1","Manufacturing Director","Married",22690,5,18,"1",33,4,29,11,10,"Low","Low","Bad","High","Excellent",6.16
"155",46,"Stayed","Travel-Rarely","Sales",19,"Master","Marketing","Female","1","Sales Executive","Divorced",41080,2,14,"0",19,5,10,0,8,"High","High","Good","Medium","Excellent",7.61
"156",42,"Stayed","Travel-Frequently","Research & Development",18,"Master","Technical Degree","Male","4","Sales Executive","Married",132060,0,13,"2",7,2,6,0,4,"Very High","Very High","Best","High","Excellent",6.6
"157",24,"Left","Travel-Rarely","Research & Development",27,"College","Medical","Male","1","Research Scientist","Single",104220,1,17,"1",6,0,5,1,4,"Low","Medium","Better","Medium","Excellent",10.65
"158",34,"Left","Travel-Frequently","Research & Development",5,"Bachelor","Medical","Male","2","Research Scientist","Divorced",137440,0,20,"1",3,3,2,1,0,"Very High","High","Good","High","Outstanding",6.2
"159",38,"Stayed","Travel-Frequently","Sales",3,"Bachelor","Marketing","Female","2","Sales Executive","Married",49070,1,11,"1",1,3,1,0,0,"Very High","Very High","Better","High","Excellent",8.59
"160",40,"Stayed","Travel-Rarely","Sales",26,"Master","Marketing","Female","1","Sales Executive","Married",34820,0,18,"1",21,2,20,1,12,"High","High","Better","Medium","Excellent",6
"161",26,"Stayed","Travel-Rarely","Research & Development",3,"College","Medical","Female","4","Healthcare Representative","Divorced",24360,1,24,"0",3,2,3,0,2,"Low","Very High","Bad","Very High","Outstanding",6.28
"162",30,"Stayed","Non-Travel","Research & Development",15,"Bachelor","Medical","Female","2","Sales Executive","Married",23800,4,18,"3",9,2,5,1,4,"High","Very High","Bad","Medium","Excellent",7.91
"163",29,"Stayed","Travel-Rarely","Research & Development",8,"Bachelor","Medical","Female","3","Manufacturing Director","Married",194310,1,11,"0",10,3,10,0,7,"Medium","High","Better","High","Excellent",7.18
"164",29,"Left","Travel-Rarely","Research & Development",19,"Master","Life Sciences","Male","3","Research Scientist","Married",17900,5,16,"1",6,4,2,1,1,"High","Medium","Best","Medium","Excellent",6.65
"165",19,"Left","Travel-Rarely","Research & Development",4,"Bachelor","Medical","Male","1","Sales Executive","Single",76440,1,15,"2",1,2,1,0,0,"Low","Very High","Best","High","Excellent",7.91
"166",30,"Stayed","Non-Travel","Research & Development",2,"Master","Life Sciences","Female","3","Research Scientist","Married",51310,0,15,"1",10,2,9,7,8,"High","Low","Better","High","Excellent",6.72
"167",57,"Stayed","Travel-Rarely","Research & Development",2,"College","Life Sciences","Male","4","Research Scientist","Divorced",63060,3,12,"1",32,3,1,0,0,"Low","Very High","Good","High","Excellent",6.29
"168",50,"Stayed","Travel-Rarely","Sales",10,"Master","Life Sciences","Female","3","Manager","Married",47870,0,12,"0",28,3,27,15,7,"Medium","High","Better","High","Excellent",7.18
"169",30,"Stayed","Non-Travel","Sales",10,"College","Life Sciences","Male","3","Laboratory Technician","Single",188800,0,22,"1",12,3,11,6,7,"High","Very High","Good","High","Outstanding",6.29
"170",60,"Stayed","Travel-Frequently","Research & Development",16,"Bachelor","Life Sciences","Female","4","Laboratory Technician","Married",23390,4,20,"0",22,4,18,13,11,"High","Low","Best","High","Outstanding",7.22
"171",47,"Stayed","Travel-Rarely","Research & Development",1,"Bachelor","Technical Degree","Male","5","Manufacturing Director","Divorced",135700,5,16,"2",20,2,5,0,4,"Low","Very High","Better","Medium","Excellent",7.81
"172",46,"Stayed","Travel-Rarely","Sales",4,"Below College","Technical Degree","Male","1","Laboratory Technician","Married",67120,6,21,"1",26,3,3,0,1,"Low","High","Bad","Medium","Outstanding",6.8
"173",35,"Stayed","Travel-Rarely","Research & Development",15,"College","Medical","Female","2","Laboratory Technician","Single",54060,0,12,"1",6,2,5,4,3,"Very High","High","Better","High","Excellent",6.48
"174",54,"Stayed","Travel-Rarely","Research & Development",2,"Master","Medical","Male","2","Human Resources","Single",89380,7,11,"3",19,2,1,0,0,"High","High","Better","High","Excellent",7.65
"175",34,"Stayed","Travel-Rarely","Sales",8,"College","Life Sciences","Male","1","Laboratory Technician","Divorced",24390,3,11,"2",14,2,7,5,7,"Very High","High","Better","Very High","Excellent",7.59
"176",46,"Stayed","Travel-Rarely","Research & Development",2,"Bachelor","Life Sciences","Male","1","Healthcare Representative","Married",88370,2,18,"0",15,3,3,1,2,"High","Very High","Better","Medium","Excellent",9.18
"177",31,"Stayed","Travel-Rarely","Research & Development",7,"Bachelor","Life Sciences","Male","2","Research Director","Divorced",53430,1,14,"1",13,3,13,0,8,"High","Medium","Best","High","Excellent",6.38
"178",33,"Left","Travel-Rarely","Research & Development",10,"Bachelor","Life Sciences","Female","4","Research Director","Married",67280,7,22,"0",15,2,7,7,7,"Medium","High","Best","Medium","Outstanding",8.48
"179",33,"Left","Travel-Rarely","Sales",5,"Master","Marketing","Male","2","Research Director","Divorced",66520,7,25,"0",8,5,4,1,3,"Low","Very High","Better","High","Outstanding",6.96
"180",30,"Stayed","Travel-Rarely","Research & Development",2,"Bachelor","Life Sciences","Male","1","Sales Executive","Single",48500,0,12,"1",4,4,3,1,2,"Very High","Medium","Better","High","Excellent",6.47
"181",35,"Stayed","Travel-Rarely","Research & Development",12,"College","Medical","Female","2","Sales Representative","Married",28090,4,23,"1",10,2,8,0,0,"Very High","High","Better","Low","Outstanding",8.88
"182",31,"Left","Travel-Frequently","Research & Development",22,"College","Medical","Female","2","Sales Executive","Married",56890,3,15,"2",12,2,1,0,0,"Low","High","Better","Medium","Excellent",6.59
"183",34,"Left","Travel-Frequently","Sales",17,"Below College","Marketing","Male","1","Research Director","Divorced",20010,9,22,"1",11,5,3,0,2,"Medium","Low","Better","Very High","Outstanding",11
"184",42,"Stayed","Travel-Frequently","Research & Development",2,"Master","Medical","Female","1","Research Scientist","Married",29770,4,15,"3",8,3,2,2,0,"Medium","High","Better","Medium","Excellent",7.81
"185",36,"Stayed","Non-Travel","Research & Development",3,"Master","Medical","Male","1","Research Scientist","Single",40250,1,11,"0",10,3,10,9,7,"Medium","Very High","Good","High","Excellent",7.23
"186",22,"Left","Travel-Frequently","Research & Development",7,"Bachelor","Medical","Female","2","Laboratory Technician","Single",37850,5,13,"2",4,2,2,1,2,"High","High","Better","High","Excellent",6.42
"187",48,"Stayed","Travel-Rarely","Research & Development",6,"Bachelor","Medical","Male","1","Laboratory Technician","Married",108540,2,14,"1",14,6,9,6,7,"Medium","Very High","Better","High","Excellent",6.78
"188",55,"Stayed","Travel-Rarely","Research & Development",1,"Bachelor","Medical","Female","1","Sales Executive","Single",120310,3,11,"0",37,5,10,7,7,"Low","Medium","Better","High","Excellent",7.39
"189",41,"Stayed","Non-Travel","Research & Development",3,"College","Life Sciences","Female","2","Research Scientist","Single",99360,7,17,"1",16,2,14,1,10,"Very High","Very High","Better","Medium","Excellent",6.19
"190",35,"Stayed","Travel-Rarely","Research & Development",22,"Bachelor","Medical","Female","1","Sales Representative","Married",29660,9,18,"0",15,2,11,6,9,"Medium","High","Better","Medium","Excellent",6.01
"191",40,"Stayed","Travel-Rarely","Research & Development",15,"Bachelor","Life Sciences","Female","2","Laboratory Technician","Single",25710,7,14,"0",22,1,20,5,13,"Medium","High","Better","High","Excellent",7.3
"192",39,"Stayed","Travel-Frequently","Research & Development",12,"Below College","Medical","Male","1","Research Scientist","Married",99910,1,16,"1",8,3,8,0,7,"High","High","Better","High","Excellent",7.06
"193",31,"Stayed","Travel-Rarely","Research & Development",1,"Master","Life Sciences","Male","3","Research Director","Single",61420,4,13,"2",10,2,6,0,5,"Medium","Very High","Best","Medium","Excellent",8.72
"194",42,"Stayed","Travel-Rarely","Research & Development",5,"Bachelor","Medical","Male","3","Sales Executive","Married",53900,1,14,"0",10,3,10,5,8,"Very High","Low","Good","High","Excellent",10.81
"195",45,"Stayed","Travel-Rarely","Research & Development",2,"Below College","Medical","Female","4","Sales Executive","Married",44040,0,23,"0",9,2,8,3,7,"Very High","Medium","Best","High","Outstanding",7.41
"196",26,"Left","Travel-Frequently","Research & Development",2,"Below College","Life Sciences","Female","2","Laboratory Technician","Divorced",59930,0,12,"0",8,3,7,1,0,"N/A","High","Good","High","Excellent",9.19
"197",29,"Stayed","Travel-Rarely","Research & Development",5,"Bachelor","Medical","Male","1","Research Scientist","Divorced",51300,4,11,"0",8,3,3,1,2,"Very High","Very High","Best","Medium","Excellent",7.39
"198",33,"Stayed","Travel-Rarely","Research & Development",16,"Bachelor","Medical","Female","1","Laboratory Technician","Divorced",20900,4,16,"0",10,2,6,0,5,"Low","High","Better","High","Excellent",7.4
"199",31,"Stayed","Travel-Rarely","Research & Development",2,"Master","Life Sciences","Female","1","Sales Executive","Divorced",29090,9,14,"2",10,2,5,0,1,"High","Very High","Good","High","Excellent",6.71
"200",18,"Left","Travel-Frequently","Research & Development",2,"Bachelor","Technical Degree","Male","1","Sales Executive","Single",34680,1,18,"2",0,4,0,0,0,"Medium","Medium","Better","Very High","Excellent",9.23
"201",40,"Stayed","Non-Travel","Research & Development",1,"Master","Technical Degree","Female","2","Laboratory Technician","Divorced",30680,3,19,"0",20,3,1,0,1,"High","Low","Better","Medium","Excellent",6.88
"202",41,"Stayed","Non-Travel","Research & Development",23,"Bachelor","Life Sciences","Male","2","Manufacturing Director","Single",26700,2,15,"2",10,2,8,0,7,"Low","High","Better","Medium","Excellent",9.29
"203",26,"Stayed","Travel-Rarely","Research & Development",9,"Master","Medical","Male","3","Healthcare Representative","Divorced",26930,5,17,"3",8,3,0,0,0,"Low","High","Better","Medium","Excellent",6.02
"204",35,"Stayed","Travel-Rarely","Research & Development",16,"Master","Medical","Male","2","Human Resources","Single",95260,1,15,"0",5,2,5,0,3,"Low","High","Better","Medium","Excellent",6.33
"205",34,"Stayed","Travel-Rarely","Research & Development",26,"Bachelor","Medical","Male","1","Laboratory Technician","Single",52370,1,19,"1",10,3,10,5,7,"Very High","Very High","Better","Medium","Excellent",6.41
"206",26,"Left","Travel-Rarely","Sales",1,"Bachelor","Marketing","Female","2","Manufacturing Director","Single",24260,1,22,"0",1,3,1,0,0,"High","Very High","Bad","Low","Outstanding",8.75
"207",37,"Stayed","Travel-Rarely","Research & Development",8,"Below College","Life Sciences","Male","1","Sales Executive","Single",41930,4,16,"1",12,5,6,1,2,"Medium","Very High","Best","High","Excellent",7.39
"208",46,"Stayed","Travel-Frequently","Research & Development",4,"Below College","Medical","Male","5","Human Resources","Married",29110,5,13,"0",28,3,2,1,2,"Low","High","Good","High","Excellent",6.2
"209",41,"Stayed","Travel-Rarely","Research & Development",24,"Below College","Life Sciences","Male","1","Research Director","Married",26610,7,14,"1",22,2,18,11,8,"Medium","Low","Better","High","Excellent",7.71
"210",37,"Stayed","Non-Travel","Research & Development",7,"College","Medical","Male","1","Sales Executive","Divorced",20280,1,16,"1",9,3,9,7,7,"Low","Medium","Better","High","Excellent",7.51
"211",52,"Stayed","Travel-Rarely","Sales",2,"Below College","Medical","Male","1","Laboratory Technician","Divorced",99800,2,11,"1",18,2,10,6,9,"Very High","Low","Better","High","Excellent",9.08
"212",32,"Left","Non-Travel","Research & Development",7,"College","Life Sciences","Female","2","Research Director","Married",32980,8,22,"0",6,4,4,1,2,"Very High","High","Better","Medium","Outstanding",5.99
"213",24,"Stayed","Travel-Frequently","Sales",22,"Bachelor","Life Sciences","Female","1","Healthcare Representative","Married",29350,0,14,"2",3,5,2,2,1,"Very High","Very High","Better","Medium","Excellent",6.03
"214",38,"Stayed","Travel-Rarely","Research & Development",5,"Bachelor","Life Sciences","Female","1","Research Scientist","Married",154270,3,16,"1",18,2,1,0,0,"High","High","Better","High","Excellent",6.02
"215",37,"Stayed","Travel-Rarely","Research & Development",1,"Master","Technical Degree","Female","5","Research Scientist","Married",39440,6,11,"2",8,3,6,4,3,"Medium","Medium","Good","High","Excellent",6.9
"216",49,"Stayed","Travel-Rarely","Sales",21,"Below College","Life Sciences","Male","1","Sales Executive","Divorced",40110,1,18,"2",31,2,31,0,9,"Very High","High","Better","Low","Excellent",10.78
"217",24,"Stayed","Travel-Rarely","Sales",1,"Bachelor","Marketing","Female","1","Sales Executive","Married",34070,1,15,"2",6,2,6,1,4,"Medium","Very High","Better","Medium","Excellent",8.98
"218",26,"Stayed","Travel-Rarely","Research & Development",19,"Master","Technical Degree","Female","4","Sales Executive","Married",119940,1,14,"1",6,6,5,1,4,"Low","Medium","Best","High","Excellent",7.38
"219",24,"Stayed","Travel-Rarely","Sales",7,"Bachelor","Medical","Female","1","Laboratory Technician","Married",12320,1,12,"0",1,4,1,0,0,"Very High","Medium","Better","Low","Excellent",6.82
"220",50,"Stayed","Travel-Frequently","Sales",2,"College","Marketing","Male","1","Sales Executive","Married",29600,1,14,"3",32,2,32,10,7,"Low","Medium","Better","High","Excellent",6.79
"221",25,"Stayed","Travel-Rarely","Research & Development",2,"Bachelor","Life Sciences","Male","1","Research Scientist","Married",190940,1,16,"0",7,3,7,0,6,"Medium","High","Better","Medium","Excellent",7.41
"222",24,"Left","Travel-Frequently","Research & Development",2,"Bachelor","Medical","Male","2","Research Scientist","Married",39190,1,21,"0",6,3,6,1,2,"Low","High","Better","High","Outstanding",10.83
"223",30,"Left","Travel-Frequently","Research & Development",9,"Bachelor","Other","Male","2","Healthcare Representative","Married",68250,1,14,"0",1,2,1,0,0,"Medium","Low","Best","High","Excellent",6.88
